scene_id,trip_id,substance,block,coder_A,coder_B,rater_status,rater_A_individuated,rater_B_individuated,stage1_driver,parent_scene_id,stage1_verdict,verdict_flavour,verdict_source,canonical_span_start,canonical_span_end,scene_word_count,scene_rank_in_trip,canonical_desc,rater_A_excerpt,rater_B_excerpt,narrative_passage,stage1_rationale,verdict_rationale,n_scenes_in_trip,n_convergent_in_trip,n_solo_A_in_trip,n_solo_B_in_trip,n_scenes_rater_A_in_trip,n_scenes_rater_B_in_trip,n_miss_in_trip,n_granularity_in_trip,n_ambiguity_2a_in_trip,n_ambiguity_2b_in_trip,trip_word_count
Psilocybe_19_S03_A_AMP,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_A,True,False,AMP,,AMBIGUITY,2a,auto,2703,2850,147,3,Tendrils of light above ripple with his exhale breath,A03,,"I exhale, exhausted, and the tendrils of light above me respond and ripple with the breath. “Oh my.” I put my hand on my chest, the heart’s poundin","Ambient perceptual-amplification content, no explicit object",Ambient perceptual amplification without a discrete hallucinatory object — the Guidelines do not rule cleanly on whether brightness/colour/shimmer changes alone constitute a scene.,11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S04_B_SOMA,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_B,False,True,SOMA,,AMBIGUITY,2b,auto,4132,4780,648,4,"Sensory perception off scale: running stairs up feels light, down feels heavy, sinking into bed continues; pushes skin like putty",,"B01,B02,B03","Sensory perception is way off scale. If I run up the stairs I feel light; my mind assuming I should still be going up. If I run back down them I feel heavy, assuming that I should still be going down. If I sink into my bed a little, I continue to sink into it. By now whatever I am stating is starting to become the truth. At this point, my mind is accepting both imagination and sensory information as fact. I can push my skin around like puddy if I only feel it. If I state that everything wants to ‘fall to the right’, then I am pulled in that direction. If I state my hand is heavy, it drops down like a weight. There is immense potential in th",Self-transformation / interoceptive content,Somatic self-transformation / interoceptive content — the passage is phenomenologically real but may not be a hallucinatory SCENE in the external-object sense; would fit better in a body-schema / ego-dissolution category the current taxonomy lacks.,11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S05_B_SOMA,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_B,False,True,SOMA,,AMBIGUITY,2b,auto,5117,5200,83,5,"If stops moving, de-animates into stone",,"B04,B05","I have to keep moving, if I stop moving my mind exaggerates it and I start to de-an",Self-transformation / interoceptive content,Somatic self-transformation / interoceptive content — the passage is phenomenologically real but may not be a hallucinatory SCENE in the external-object sense; would fit better in a body-schema / ego-dissolution category the current taxonomy lacks.,11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S06_AB,Psilocybe_19,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,5600,5730,130,6,Body feels split into two like shedding a cocoon,A04,B06,"I feel like my body is being split into two, but it’s such a pleasant affair, like I’m shedding a cocoon. I am constantly fighting",,Both raters individuated this passage.,11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S07_B_SOMA,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_B,False,True,SOMA,,AMBIGUITY,2b,auto,5810,6080,270,7,"Tells self he is a feather; becomes very light and blown across room; then becomes tree, mushroom, French Informant, paratrooper, shadow",,"B07,B08,B09,B10","To combat being stone I tell myself I am actually a feather. I become very light but am easily blown across the room! I see my legs and remember; “I am a man!” And I get up, then realize, ha, if I can be anything, why be a man!? I proceed to be a tree, a mushroom, a Fre",Self-transformation / interoceptive content,Somatic self-transformation / interoceptive content — the passage is phenomenologically real but may not be a hallucinatory SCENE in the external-object sense; would fit better in a body-schema / ego-dissolution category the current taxonomy lacks.,11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S08_B_RCL,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_B,False,True,RCL,,AMBIGUITY,2b,manual,6301,6460,159,8,"Outside feels like afterlife: still, void of life, worn down, no leaves",,"B11,B12","The variance in life and light instantly suggest to me that outside is after life. Things here have no leaves, they are worn down, I am not dead, but I am some",No automatic classification; likely genuine miss by other rater,"""Outside feels like afterlife: still, void of life, worn down, no leaves"" — atmospheric feeling attributing afterlife-meaning to real environmental features. Not a concrete hallucination; more a meaning-attribution / mood.",11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S09_B_SOMA,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_B,False,True,SOMA,,AMBIGUITY,2b,auto,6663,6800,137,9,"Shadow on railing is ball-shaped, mistakes own body for ball-shaped: I am now Humpty Dumpty",,B13,"My shadow as I sit on the railing is ball shaped, so I mistake my own body to be ball shaped. I am now Humpty Dumpty. 

Now something goe",Self-transformation / interoceptive content,Somatic self-transformation / interoceptive content — the passage is phenomenologically real but may not be a hallucinatory SCENE in the external-object sense; would fit better in a body-schema / ego-dissolution category the current taxonomy lacks.,11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S10_B_RCL,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_B,False,True,RCL,,AMBIGUITY,2b,manual,7970,8100,130,10,Every word he says to friend on phone influences his own reality; asking to slow down slows him down,,"B14,B15","I try to talk to him, but every word I say is influencing my reality, if I ask him to talk slowly, I start slowing down and so for",No automatic classification; likely genuine miss by other rater,"""Every word I say is influencing my reality"" — magical-thinking / delusional belief about word-world coupling. Not a perceptual hallucination; a cognitive/belief state.",11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_19_S11_B_RCL,Psilocybe_19,psilocybin,11-20,Francesco,Susana,only_B,False,True,RCL,,MISS,,manual,8912,9060,148,11,Water from faucet splashes then freezes within seconds; coincides with song slowdown; time stops until track restarts,,B16,"I had turned on the faucet for a second. The water splashed and seemed to freeze within seconds, this coincided with a perfectly real slow down and ",No automatic classification; likely genuine miss by other rater,"""Water from faucet splashes then seemed to freeze within seconds; time stops until track restarts"" — concrete visual+temporal hallucination with specific content. Matches the only AB scene (body split) in having concrete anomalous perceptual content, and matches pair's criterion in neighbouring trips.",11,1,3,7,4,8,3,0,1,6,2210
Psilocybe_20_S01_A_AMP,Psilocybe_20,psilocybin,11-20,Francesco,Susana,only_A,True,False,AMP,,AMBIGUITY,2a,auto,359,500,141,1,Vision a bit distorted; colors more defined; porch lights brighter,A01,,"my vision was a bit distorted. Colors seemed more defined and porch lights from the houses we passed seemed brighter than usual, meaning my p","Ambient perceptual-amplification content, no explicit object",Ambient perceptual amplification without a discrete hallucinatory object — the Guidelines do not rule cleanly on whether brightness/colour/shimmer changes alone constitute a scene.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S02_A_AMP,Psilocybe_20,psilocybin,11-20,Francesco,Susana,only_A,True,False,AMP,,AMBIGUITY,2a,auto,1193,1300,107,2,Pronounced tracers from D's rave lights,A02,,"I began to see more pronounced tracers from her lights, and couldn't help but say 'whoa' and 'wow' as the s","Ambient perceptual-amplification content, no explicit object",Ambient perceptual amplification without a discrete hallucinatory object — the Guidelines do not rule cleanly on whether brightness/colour/shimmer changes alone constitute a scene.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S03_A_RCL,Psilocybe_20,psilocybin,11-20,Francesco,Susana,only_A,True,False,RCL,,MISS,,manual,1594,1700,106,3,Finger lights stay in his vision for many seconds after he stops moving them,A03,,"the lights stayed in my vision for many seconds after I would stop moving them. 

At T+01:00 I had to take",No automatic classification; likely genuine miss by other rater,"""Finger lights stay in my vision for many seconds after I would stop moving them"" — concrete visual trail/after-image hallucination. Matches AB criterion (S11 houses morph, S12 guitar bending) — visual-distortion category.",14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S04_AB,Psilocybe_20,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,2133,2280,147,4,Ground feels like it bends under his weight and pushes him back up while hopping,A04,"B01,B02","Hopping felt more exhilerating and fun than doing so on a trampoline, to me it felt as if the ground were bending slightly under my weight and push",,Both raters individuated this passage.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S05_A_RCL,Psilocybe_20,psilocybin,11-20,Francesco,Susana,only_A,True,False,RCL,,MISS,,manual,2499,2650,151,5,"World seems to fly by as they run; legs don't exist for moments, floating","A05,A06",,"We ran so fast, the world seemed to just fly by us. My legs didn't exist for a few moments as I floated up the road behind my brother and my friend, wa",No automatic classification; likely genuine miss by other rater,"""World seemed to fly by us; my legs didn't exist for a few moments as I floated"" — concrete somatic+visual hallucination (legs vanish, floating). Matches AB S04 (ground bending under weight) and S13 (body morphing) — same body/environment alteration category.",14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S06_A_FRAG,Psilocybe_20,psilocybin,11-20,Francesco,Susana,only_A,True,False,FRAG,Psilocybe_20_S07_AB,GRANULARITY,,auto,3603,3700,97,6,Empty parking lot appears unusually large,A07,,marveled at the unusually large size of the empty parking lot. The stars appeared to me as a spac,Span overlaps both parent scene; treated as fragment,Fragment/sub-scene of a holistic scene coded by the other rater. Parent recorded in scenes.csv. Resolved by the data-coding rule: the encompassing scene is the canonical parent; the fragment pools under it for downstream attribute analysis.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S07_AB,Psilocybe_20,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,3666,3780,114,7,"Stars appear spacey purple, twinkling like never before",A08,B03,"The stars appeared to me as a spacey purple color, and they twinkled like never before! We ran around in the parki",,Both raters individuated this passage.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S08_A_RCL,Psilocybe_20,psilocybin,11-20,Francesco,Susana,only_A,True,False,RCL,,AMBIGUITY,2a,manual,4375,4500,125,8,Electric jolt in mouth whenever mushroom taste felt strongest,A09,,"I felt a sort of electric jolt in my mouth whenever the taste felt strongest. It seemed to come and go in waves, truly amazin",No automatic classification; likely genuine miss by other rater,"""Electric jolt in mouth whenever the taste felt strongest"" — somatic/gustatory sensation co-occurring with real taste. Edge-case: could be real nerve sensation from the mushroom or a somatic hallucination. Guidelines unclear on how to treat co-occurring-with-real-stimulus sensations.",14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S09_AB,Psilocybe_20,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,5008,5200,192,9,Two trees ~50 feet away moving a lot despite still air; look like two people making out,A10,B04,"I looked at two trees about 50 feet or so away from us, and noticed that they were moving a lot despite the still air. They looked to me like two people making out, and I decided not to say th",,Both raters individuated this passage.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S10_A_RCL,Psilocybe_20,psilocybin,11-20,Francesco,Susana,only_A,True,False,RCL,,AMBIGUITY,2a,manual,9634,9850,216,10,Believed he pissed and shat all over his pants; later found perfectly clean,A11,,"I could have sworn I pissed and shat all over them in my hurry. Upon later inspection, I found that my pants looked and smelled perfectly clean and I must have hallucinated that part. I had nothing with which to wipe",No automatic classification; likely genuine miss by other rater,"""Could have sworn I pissed and shat all over my pants; later found perfectly clean — must have hallucinated that part"" — a false somatic/proprioceptive belief corrected later. Edge-case between somatic hallucination and a delusional false belief.",14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S11_AB,Psilocybe_20,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,12002,12200,198,11,"Houses they pass grow, shrink, melt, morph",A12,B05,"The houses we passed grew, shrank, melted and morphed for me and I thought it was the spirits' method of drawing my attention to important details. I would memorize an address number that seemed to ",,Both raters individuated this passage.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S12_AB,Psilocybe_20,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,13574,13800,226,12,Guitar bending and twisting; fingers growing and shrinking; plays accurately anyway,A13,B06,the guitar was bending and twisting and my fingers were growing and shrinking. Somehow I managed to pluck the strings accurately and my mind was able to produce music of an unusually structured nature. The other guys weren't p,,Both raters individuated this passage.,14,6,8,0,14,6,3,1,4,0,3093
Psilocybe_20_S13_AB,Psilocybe_20,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,14395,14700,305,13,"Looking in mirror: pupils growing/shrinking freely; nose end grows longer, swells inflated, returns normal","A14,A15",B07,"My pupils appeared to be growing and shrinking freely, without any relation to each other. The end of my nose grew longer, then swelled like it was being inflated, then returned back to normal. All three of us thought we looked incredibly filthy, though in reality we looked normal. W lay in his bathtub a",,Both raters individuated this passage.,14,6,8,0,14,6,3,1,4,0,3093
